"trial_id","start_ms","duration_ms","fix_x","fix_y","exp_id","end_ms","program","fix_x_corrected","fix_y_corrected","fix_x_diff","fix_y_diff"
13,25,234,103,467,5,259,"nt1",103,507,0,-40
13,300,251,192,195,5,551,"nt1",192,235,0,-40
13,567,259,353,202,5,826,"nt1",353,242,0,-40
13,843,275,228,181,5,1118,"nt1",228,221,0,-40
13,1185,83,201,177,5,1268,"nt1",201,217,0,-40
13,1310,200,168,167,5,1510,"nt1",168,207,0,-40
13,1577,200,398,218,5,1777,"nt1",398,258,0,-40
13,1786,108,364,238,5,1894,"nt1",364,278,0,-40
13,1911,384,489,269,5,2295,"nt1",489,309,0,-40
13,2328,117,569,278,5,2445,"nt1",569,318,0,-40
13,2461,217,650,275,5,2678,"nt1",650,315,0,-40
13,2687,442,615,269,5,3129,"nt1",615,309,0,-40
13,3137,317,661,280,5,3454,"nt1",661,320,0,-40
13,3463,375,643,291,5,3838,"nt1",643,331,0,-40
13,3863,134,767,291,5,3997,"nt1",767,331,0,-40
13,4147,192,891,293,5,4339,"nt1",891,333,0,-40
13,4355,234,968,294,5,4589,"nt1",968,334,0,-40
13,4597,242,933,296,5,4839,"nt1",933,336,0,-40
13,4898,108,1061,262,5,5006,"nt1",1061,302,0,-40
13,5015,225,1069,300,5,5240,"nt1",1069,340,0,-40
13,5307,442,155,189,5,5749,"nt1",155,229,0,-40
13,5899,367,277,290,5,6266,"nt1",277,330,0,-40
13,6274,1152,261,254,5,7426,"nt1",261,294,0,-40
13,7434,309,260,284,5,7743,"nt1",260,324,0,-40
13,7760,267,362,278,5,8027,"nt1",362,318,0,-40
13,8035,158,371,306,5,8193,"nt1",371,346,0,-40
13,8202,100,353,316,5,8302,"nt1",353,356,0,-40
13,8310,150,419,309,5,8460,"nt1",419,349,0,-40
13,8510,209,528,328,5,8719,"nt1",528,368,0,-40
13,8802,751,470,310,5,9553,"nt1",470,350,0,-40
13,9662,567,507,317,5,10229,"nt1",507,357,0,-40
13,10238,133,553,323,5,10371,"nt1",553,363,0,-40
13,10438,100,674,356,5,10538,"nt1",674,396,0,-40
13,10596,109,662,303,5,10705,"nt1",662,343,0,-40
13,10746,201,841,327,5,10947,"nt1",841,367,0,-40
13,10955,125,740,341,5,11080,"nt1",740,381,0,-40
13,11089,308,674,338,5,11397,"nt1",674,378,0,-40
13,11406,183,673,371,5,11589,"nt1",673,411,0,-40
13,11631,150,550,311,5,11781,"nt1",550,351,0,-40
13,11831,250,370,254,5,12081,"nt1",370,294,0,-40
13,12090,133,325,274,5,12223,"nt1",325,314,0,-40
13,12273,159,594,311,5,12432,"nt1",594,351,0,-40
13,12482,234,727,337,5,12716,"nt1",727,377,0,-40
13,12724,359,694,342,5,13083,"nt1",694,382,0,-40
13,13091,292,603,324,5,13383,"nt1",603,364,0,-40
13,13425,250,689,327,5,13675,"nt1",689,367,0,-40
