trial_id,start_ms,duration_ms,fix_x,fix_y,exp_id,end_ms,program,fix_x_corrected,fix_y_corrected,fix_x_diff,fix_y_diff
5,0,216,314,560,12,216,nt2,314,560,0,0
5,367,300,106,299,12,667,nt2,106,299,0,0
5,783,250,182,265,12,1033,nt2,182,265,0,0
5,1250,350,95,259,12,1600,nt2,95,259,0,0
5,1784,183,307,269,12,1967,nt2,307,269,0,0
5,2017,234,408,244,12,2251,nt2,408,244,0,0
5,2301,316,308,263,12,2617,nt2,308,263,0,0
5,2684,167,419,328,12,2851,nt2,419,328,0,0
5,2868,583,425,294,12,3451,nt2,425,294,0,0
5,3484,334,564,300,12,3818,nt2,564,300,0,0
5,3901,584,681,305,12,4485,nt2,681,305,0,0
5,4502,333,660,266,12,4835,nt2,660,266,0,0
5,4985,300,713,320,12,5285,nt2,713,320,0,0
5,5302,317,699,286,12,5619,nt2,699,286,0,0
5,6069,200,841,281,12,6269,nt2,841,281,0,0
5,6286,150,827,322,12,6436,nt2,827,322,0,0
5,6586,150,921,278,12,6736,nt2,921,278,0,0
5,6786,167,1009,303,12,6953,nt2,1009,303,0,0
5,7036,233,1104,307,12,7269,nt2,1104,307,0,0
5,7286,234,968,314,12,7520,nt2,968,314,0,0
5,7670,400,1346,332,12,8070,nt2,1346,332,0,0
5,8103,367,1445,330,12,8470,nt2,1445,330,0,0
5,8970,184,18,278,12,9154,nt2,18,278,0,0
5,9270,267,79,359,12,9537,nt2,79,359,0,0
5,9704,200,183,320,12,9904,nt2,183,320,0,0
5,9937,150,83,316,12,10087,nt2,83,316,0,0
5,10104,334,99,344,12,10438,nt2,99,344,0,0
5,10504,317,197,335,12,10821,nt2,197,335,0,0
5,11054,334,238,344,12,11388,nt2,238,344,0,0
5,11405,283,354,339,12,11688,nt2,354,339,0,0
5,11755,367,452,333,12,12122,nt2,452,333,0,0
5,12255,300,601,342,12,12555,nt2,601,342,0,0
5,12605,383,680,354,12,12988,nt2,680,354,0,0
5,13039,366,729,352,12,13405,nt2,729,352,0,0
5,13472,217,672,361,12,13689,nt2,672,361,0,0
5,13772,167,853,355,12,13939,nt2,853,355,0,0
5,14006,366,810,373,12,14372,nt2,810,373,0,0
5,14389,184,926,362,12,14573,nt2,926,362,0,0
5,14589,267,1005,358,12,14856,nt2,1005,358,0,0
5,15089,151,1159,359,12,15240,nt2,1159,359,0,0
5,15289,151,1100,377,12,15440,nt2,1100,377,0,0
5,15673,400,1172,384,12,16073,nt2,1172,384,0,0
5,16223,667,1357,410,12,16890,nt2,1357,410,0,0
5,16990,150,1484,418,12,17140,nt2,1484,418,0,0
5,17207,150,126,402,12,17357,nt2,126,402,0,0
5,17507,234,53,415,12,17741,nt2,53,415,0,0
5,17757,350,105,405,12,18107,nt2,105,405,0,0
5,18124,150,124,422,12,18274,nt2,124,422,0,0
5,18674,234,328,428,12,18908,nt2,328,428,0,0
5,18924,201,367,410,12,19125,nt2,367,410,0,0
5,19241,250,550,462,12,19491,nt2,550,462,0,0
5,19575,316,603,425,12,19891,nt2,603,425,0,0
5,20091,201,772,439,12,20292,nt2,772,439,0,0
5,20308,250,793,420,12,20558,nt2,793,420,0,0
5,20925,484,950,469,12,21409,nt2,950,469,0,0
5,21525,167,810,467,12,21692,nt2,810,467,0,0
5,21709,767,951,443,12,22476,nt2,951,443,0,0
5,22559,234,1030,439,12,22793,nt2,1030,439,0,0
5,22843,383,1128,441,12,23226,nt2,1128,441,0,0
5,23760,250,1378,470,12,24010,nt2,1378,470,0,0
5,24610,167,82,473,12,24777,nt2,82,473,0,0
5,24877,183,160,467,12,25060,nt2,160,467,0,0
5,25160,734,230,478,12,25894,nt2,230,478,0,0
5,25911,183,265,489,12,26094,nt2,265,489,0,0
5,26478,250,379,480,12,26728,nt2,379,480,0,0
5,26978,217,567,558,12,27195,nt2,567,558,0,0
5,27278,317,458,528,12,27595,nt2,458,528,0,0
5,27611,217,541,538,12,27828,nt2,541,538,0,0
5,27878,284,684,537,12,28162,nt2,684,537,0,0
5,28245,484,781,539,12,28729,nt2,781,539,0,0
5,28762,350,864,545,12,29112,nt2,864,545,0,0
5,29312,417,969,510,12,29729,nt2,969,510,0,0
5,29896,300,1097,523,12,30196,nt2,1097,523,0,0
5,30329,267,1355,555,12,30596,nt2,1355,555,0,0
5,31830,200,428,569,12,32030,nt2,428,569,0,0
5,32297,333,558,559,12,32630,nt2,558,559,0,0
5,32814,350,600,584,12,33164,nt2,600,584,0,0
5,33180,200,578,563,12,33380,nt2,578,563,0,0
5,33397,384,656,579,12,33781,nt2,656,579,0,0
5,33797,400,642,562,12,34197,nt2,642,562,0,0
5,34214,184,688,572,12,34398,nt2,688,572,0,0
5,34414,334,795,580,12,34748,nt2,795,580,0,0
5,34815,233,868,557,12,35048,nt2,868,557,0,0
5,35315,266,1006,569,12,35581,nt2,1006,569,0,0
5,35681,601,1085,579,12,36282,nt2,1085,579,0,0
5,36432,250,1234,587,12,36682,nt2,1234,587,0,0
5,39516,367,370,644,12,39883,nt2,370,644,0,0
5,40033,217,249,611,12,40250,nt2,249,611,0,0
5,40484,183,353,615,12,40667,nt2,353,615,0,0
5,40700,167,461,634,12,40867,nt2,461,634,0,0
5,40917,183,220,650,12,41100,nt2,220,650,0,0
5,41200,567,469,645,12,41767,nt2,469,645,0,0
5,41967,217,416,642,12,42184,nt2,416,642,0,0
5,42434,284,598,651,12,42718,nt2,598,651,0,0
5,43318,150,690,610,12,43468,nt2,690,610,0,0
5,43602,166,766,621,12,43768,nt2,766,621,0,0
5,43902,216,819,651,12,44118,nt2,819,651,0,0
5,44185,417,937,645,12,44602,nt2,937,645,0,0
5,44619,183,931,605,12,44802,nt2,931,605,0,0
5,45502,334,1141,621,12,45836,nt2,1141,621,0,0
5,48820,300,178,277,12,49120,nt2,178,277,0,0
5,49171,166,294,257,12,49337,nt2,294,257,0,0
5,49437,234,403,235,12,49671,nt2,403,235,0,0
5,49754,167,284,204,12,49921,nt2,284,204,0,0
5,50088,150,355,274,12,50238,nt2,355,274,0,0
5,50271,233,406,295,12,50504,nt2,406,295,0,0
5,50588,617,552,246,12,51205,nt2,552,246,0,0
5,51321,200,634,248,12,51521,nt2,634,248,0,0
5,51588,317,715,231,12,51905,nt2,715,231,0,0
5,52038,301,824,282,12,52339,nt2,824,282,0,0
5,52489,250,655,209,12,52739,nt2,655,209,0,0
5,53005,217,885,371,12,53222,nt2,885,371,0,0
5,53606,667,766,256,12,54273,nt2,766,256,0,0
5,54289,400,681,240,12,54689,nt2,681,240,0,0
5,55106,1034,747,269,12,56140,nt2,747,269,0,0
5,56173,384,575,264,12,56557,nt2,575,264,0,0
5,56690,200,693,283,12,56890,nt2,693,283,0,0
5,56957,150,342,278,12,57107,nt2,342,278,0,0
5,57257,184,511,291,12,57441,nt2,511,291,0,0
5,57457,284,612,279,12,57741,nt2,612,279,0,0
5,58341,184,476,258,12,58525,nt2,476,258,0,0
5,58991,434,727,299,12,59425,nt2,727,299,0,0
5,59575,283,273,282,12,59858,nt2,273,282,0,0
5,59925,250,389,297,12,60175,nt2,389,297,0,0
5,60759,250,412,284,12,61009,nt2,412,284,0,0
5,61809,434,324,269,12,62243,nt2,324,269,0,0
5,62376,817,258,286,12,63193,nt2,258,286,0,0
5,63777,166,344,311,12,63943,nt2,344,311,0,0
5,64860,234,610,283,12,65094,nt2,610,283,0,0
5,65394,1718,691,298,12,67112,nt2,691,298,0,0
5,67262,333,602,292,12,67595,nt2,602,292,0,0
5,67695,183,777,300,12,67878,nt2,777,300,0,0
5,67895,350,863,330,12,68245,nt2,863,330,0,0
5,68262,417,832,325,12,68679,nt2,832,325,0,0
5,68796,917,728,331,12,69713,nt2,728,331,0,0
5,69846,150,800,334,12,69996,nt2,800,334,0,0
5,70146,250,910,240,12,70396,nt2,910,240,0,0
5,70546,150,1057,349,12,70696,nt2,1057,349,0,0
5,70780,166,930,293,12,70946,nt2,930,293,0,0
5,71096,317,1059,339,12,71413,nt2,1059,339,0,0
5,72013,584,1433,336,12,72597,nt2,1433,336,0,0
5,73164,283,219,355,12,73447,nt2,219,355,0,0
5,73764,334,216,325,12,74098,nt2,216,325,0,0
5,74165,283,390,339,12,74448,nt2,390,339,0,0
5,74531,317,474,351,12,74848,nt2,474,351,0,0
5,75682,166,708,396,12,75848,nt2,708,396,0,0
5,75982,367,702,359,12,76349,nt2,702,359,0,0
5,76499,183,788,421,12,76682,nt2,788,421,0,0
5,77032,234,974,416,12,77266,nt2,974,416,0,0
5,77282,184,1000,401,12,77466,nt2,1000,401,0,0
5,77766,183,712,357,12,77949,nt2,712,357,0,0
5,78099,184,214,327,12,78283,nt2,214,327,0,0
5,79000,200,361,382,12,79200,nt2,361,382,0,0
5,79650,284,623,361,12,79934,nt2,623,361,0,0
5,80400,151,807,407,12,80551,nt2,807,407,0,0
5,80567,217,821,436,12,80784,nt2,821,436,0,0
5,80817,167,1035,374,12,80984,nt2,1035,374,0,0
5,81167,217,1083,363,12,81384,nt2,1083,363,0,0
5,81518,366,1167,397,12,81884,nt2,1167,397,0,0
5,82001,283,1291,410,12,82284,nt2,1291,410,0,0
5,82418,217,1350,405,12,82635,nt2,1350,405,0,0
5,82785,200,1273,426,12,82985,nt2,1273,426,0,0
5,84119,266,1348,415,12,84385,nt2,1348,415,0,0
5,84502,267,1158,384,12,84769,nt2,1158,384,0,0
5,84786,367,1331,413,12,85153,nt2,1331,413,0,0
5,85169,300,1379,416,12,85469,nt2,1379,416,0,0
5,85936,550,51,363,12,86486,nt2,51,363,0,0
5,86503,167,300,379,12,86670,nt2,300,379,0,0
5,86720,166,238,365,12,86886,nt2,238,365,0,0
5,87403,200,531,450,12,87603,nt2,531,450,0,0
5,87854,400,608,450,12,88254,nt2,608,450,0,0
5,88287,200,678,449,12,88487,nt2,678,449,0,0
5,88521,166,776,462,12,88687,nt2,776,462,0,0
5,88704,233,789,416,12,88937,nt2,789,416,0,0
5,88954,450,910,417,12,89404,nt2,910,417,0,0
5,89554,334,588,469,12,89888,nt2,588,469,0,0
5,89904,351,801,443,12,90255,nt2,801,443,0,0
5,90371,184,743,491,12,90555,nt2,743,491,0,0
5,91138,350,935,440,12,91488,nt2,935,440,0,0
5,91588,334,1049,456,12,91922,nt2,1049,456,0,0
5,92339,333,1332,489,12,92672,nt2,1332,489,0,0
5,93356,183,87,468,12,93539,nt2,87,468,0,0
5,93789,384,291,522,12,94173,nt2,291,522,0,0
5,94223,233,433,517,12,94456,nt2,433,517,0,0
5,94473,350,396,514,12,94823,nt2,396,514,0,0
5,94857,333,556,521,12,95190,nt2,556,521,0,0
5,95223,301,680,520,12,95524,nt2,680,520,0,0
5,95590,700,773,524,12,96290,nt2,773,524,0,0
5,96324,233,840,520,12,96557,nt2,840,520,0,0
5,96574,283,881,545,12,96857,nt2,881,545,0,0
5,96941,166,963,541,12,97107,nt2,963,541,0,0
5,97124,150,976,510,12,97274,nt2,976,510,0,0
5,97558,166,1084,526,12,97724,nt2,1084,526,0,0
5,98675,750,688,544,12,99425,nt2,688,544,0,0
5,99442,367,151,557,12,99809,nt2,151,557,0,0
5,99959,317,289,544,12,100276,nt2,289,544,0,0
5,100476,216,540,555,12,100692,nt2,540,555,0,0
5,100776,266,608,598,12,101042,nt2,608,598,0,0
5,101059,434,578,600,12,101493,nt2,578,600,0,0
5,101609,451,636,616,12,102060,nt2,636,616,0,0
5,102076,250,686,614,12,102326,nt2,686,614,0,0
5,102576,334,496,577,12,102910,nt2,496,577,0,0
5,102927,400,621,567,12,103327,nt2,621,567,0,0
5,103477,1534,684,584,12,105011,nt2,684,584,0,0
5,105178,150,528,570,12,105328,nt2,528,570,0,0
5,105361,300,746,579,12,105661,nt2,746,579,0,0
5,106278,167,948,588,12,106445,nt2,948,588,0,0
5,107112,167,381,567,12,107279,nt2,381,567,0,0
5,107479,300,434,563,12,107779,nt2,434,563,0,0
5,109429,1334,271,627,12,110763,nt2,271,627,0,0
5,110913,484,164,604,12,111397,nt2,164,604,0,0
5,111464,283,288,610,12,111747,nt2,288,610,0,0
5,111864,533,378,648,12,112397,nt2,378,648,0,0
5,112447,267,495,652,12,112714,nt2,495,652,0,0
5,112764,467,584,642,12,113231,nt2,584,642,0,0
5,113464,167,698,663,12,113631,nt2,698,663,0,0
5,113681,150,808,660,12,113831,nt2,808,660,0,0
5,113948,150,898,650,12,114098,nt2,898,650,0,0
5,114248,333,1001,642,12,114581,nt2,1001,642,0,0
5,114648,167,1081,649,12,114815,nt2,1081,649,0,0
