"trial_id","start_ms","duration_ms","fix_x","fix_y","exp_id","end_ms","program","fix_x_corrected","fix_y_corrected","fix_x_diff","fix_y_diff"
17,8,192,796,547,6,200,"nt2",776,537,20,10
17,242,108,257,468,6,350,"nt2",237,458,20,10
17,367,501,138,452,6,868,"nt2",118,442,20,10
17,876,317,188,450,6,1193,"nt2",168,440,20,10
17,1210,233,220,448,6,1443,"nt2",200,438,20,10
17,1452,425,262,453,6,1877,"nt2",242,443,20,10
17,1886,317,300,457,6,2203,"nt2",280,447,20,10
17,2219,234,310,434,6,2453,"nt2",290,424,20,10
17,2461,284,359,444,6,2745,"nt2",339,434,20,10
17,2753,326,396,460,6,3079,"nt2",376,450,20,10
17,3087,259,442,449,6,3346,"nt2",422,439,20,10
17,3354,225,473,447,6,3579,"nt2",453,437,20,10
17,3588,267,516,444,6,3855,"nt2",496,434,20,10
17,3863,200,550,439,6,4063,"nt2",530,429,20,10
17,4088,276,604,446,6,4364,"nt2",584,436,20,10
17,4372,134,658,440,6,4506,"nt2",638,430,20,10
17,4514,300,715,448,6,4814,"nt2",695,438,20,10
17,4822,434,768,446,6,5256,"nt2",748,436,20,10
17,5265,358,804,444,6,5623,"nt2",784,444,20,0
17,5632,284,839,437,6,5916,"nt2",819,437,20,0
17,5924,350,877,429,6,6274,"nt2",857,429,20,0
17,6283,383,904,417,6,6666,"nt2",884,432,20,-15
17,6675,350,943,415,6,7025,"nt2",923,430,20,-15
17,7034,217,972,425,6,7251,"nt2",952,440,20,-15
17,7259,167,1013,430,6,7426,"nt2",993,445,20,-15
17,7434,609,1042,423,6,8043,"nt2",1022,438,20,-15
17,8052,108,1069,424,6,8160,"nt2",1049,439,20,-15
17,8177,275,1108,409,6,8452,"nt2",1088,424,20,-15
17,8460,184,1157,411,6,8644,"nt2",1137,426,20,-15
17,8719,142,171,476,6,8861,"nt2",151,466,20,10
17,8869,1168,140,486,6,10037,"nt2",120,476,20,10
17,10046,267,184,490,6,10313,"nt2",164,480,20,10
