ID	SubjectName	TrialID	TrialSequence	CountInTrial	StartTime	Length	PosX	PosY	
17891	BE26	8	1	45	23660	717	845.994323730469	676.863647460938	
17892	BE26	8	1	46	24427	150	728.625	617.099975585938	
17893	BE26	8	1	47	24627	334	645	598.714294433594	
17894	BE26	8	1	48	24978	400	685.299987792969	588.719970703125	
17895	BE26	8	1	49	25394	284	650.486083984375	548.777770996094	
17896	BE26	8	1	50	25695	200	653.269226074219	523.461547851563	
17897	BE26	8	1	51	25911	334	694.880981445313	506.238098144531	
17898	BE26	8	1	52	26528	434	480.324066162109	275.592590332031	
17899	BE26	8	1	53	26978	317	469.75	320.200012207031	
17900	BE26	8	1	54	27312	283	479.097229003906	357.611114501953	
17901	BE26	8	1	55	27612	350	433.068176269531	380.863647460938	
17902	BE26	8	1	56	27979	217	607.857116699219	516.571411132813	
17903	BE26	8	1	57	28279	217	358.214294433594	338	
17904	BE26	8	1	58	28512	517	681.9921875	235.375	
17905	BE26	8	1	59	29296	217	804.107116699219	824.714294433594	
17906	BE26	8	1	60	29530	516	806.4453125	770.53125	
17907	BE26	8	1	61	30063	467	692.112060546875	788.586181640625	
17908	BE26	8	1	62	30547	500	648.387084960938	808.677429199219	
17909	BE26	8	1	63	31080	217	478.303558349609	815	
17910	BE26	8	1	64	31330	334	506.071441650391	475.428558349609	
17911	BE26	8	1	65	31914	300	481.973693847656	347.684204101563	
17912	BE26	8	1	66	32481	250	691.71875	637.5625	
17913	BE26	8	1	67	32748	266	723.529418945313	601.352966308594	
17914	BE26	8	1	68	33048	166	603.409118652344	579.363647460938	
17915	BE26	8	1	69	33281	367	646.684753417969	519.434753417969	
17916	BE26	8	1	70	33665	317	691.4375	510.850006103516	
17917	BE26	8	1	71	34032	433	769.444458007813	515.407409667969	
17918	BE26	8	1	72	34482	200	675.769226074219	506.153839111328	
17919	BE26	8	1	73	35065	234	486.083343505859	283.466674804688	
17920	BE26	8	1	74	35365	301	417.828948974609	261.421051025391	
17921	BE26	8	1	75	35699	200	487.403839111328	203.538467407227	
17922	BE26	8	1	76	35982	167	542.159118652344	243	
17923	BE26	8	1	77	36166	166	651.931823730469	238.454544067383	
17924	BE26	8	1	78	36849	267	743.455871582031	230.29411315918	
17925	BE26	8	1	79	37183	317	796.125	677.200012207031	
17926	BE26	8	1	80	37516	184	842.291687011719	761.5	
17927	BE26	8	1	81	42969	200	769.038452148438	485.076934814453	
17928	BE26	8	1	82	43219	400	658.650024414063	498.959991455078	
17929	BE26	8	1	83	43653	383	645.104187011719	215.83332824707	
17930	BE26	8	1	84	44086	250	582.265625	221.25	
17931	BE26	8	1	85	44369	234	484.166656494141	266.266662597656	
17932	BE26	8	1	86	44719	417	442.259613037109	280.769226074219	
17933	BE26	8	1	87	45420	216	574.821411132813	240.928573608398	
17934	BE26	8	1	88	45653	267	455.147064208984	174.117645263672	
17935	BE26	8	1	89	45937	450	750.892883300781	229.428573608398	
17936	BE26	8	1	90	46587	517	683.7109375	512.5625	
17937	BE26	8	1	91	47121	316	683.25	583.599975585938	
17938	BE26	8	1	92	47487	300	737.434204101563	525	
17939	BE26	8	1	93	47821	250	419	382.600006103516	
17940	BE26	8	1	94	48088	200	672.692321777344	515.384643554688	
17941	BE26	8	1	95	48321	434	780.138916015625	516.296325683594	
17942	BE26	8	1	96	49088	617	698.157897949219	480.052642822266	
17943	BE26	8	1	97	49722	250	667.1875	511.5625	
17944	BE26	8	1	98	50005	217	662.321411132813	242.428573608398	
17945	BE26	8	1	99	50739	150	761.5	227.800003051758	
17946	BE26	8	1	100	50922	284	702.361083984375	492.5	
17947	BE26	8	1	101	51222	200	677.788452148438	500.923065185547	
17948	BE26	8	1	102	51489	150	731.25	529.599975585938	
17949	BE26	8	1	103	51889	267	600.955871582031	247.882354736328	
17950	BE26	8	1	104	52189	401	752.200012207031	242.279998779297	
17951	BE26	8	1	105	52956	384	863.958312988281	762.375	
17952	BE26	8	1	106	53607	166	757.386352539063	356.272735595703	
17953	BE26	8	1	107	53807	350	749.829528808594	525.272705078125	
17954	BE26	8	1	108	54190	484	735.708312988281	237.533340454102	
17955	BE26	8	1	109	54707	284	733.194458007813	513.666687011719	
17956	BE26	8	1	110	55007	317	755.6875	533.049987792969	
17957	BE26	8	1	111	55708	216	835.446411132813	777.857116699219	
17958	BE26	8	1	112	55958	150	903	791.900024414063	
17959	BE26	8	1	113	56391	200	665.769226074219	540.615356445313	
17960	BE26	8	1	114	56608	167	670.227294921875	576.090881347656	
17961	BE26	8	1	115	56825	233	770.333312988281	596.933349609375	
17962	BE26	8	1	116	57158	234	686.416687011719	599.466674804688	
17963	BE26	8	1	117	57425	233	878.083312988281	796.133361816406	
17964	BE26	8	1	118	57725	167	696.704528808594	301.818176269531	
17965	BE26	8	1	119	57942	217	848.303588867188	739.785705566406	
17966	BE26	8	1	120	58175	300	847.23681640625	768.26318359375	
17967	BE26	8	1	121	58509	150	715.25	441.600006103516	
17968	BE26	8	1	122	58809	433	677.5	572.370361328125	
17969	BE26	8	1	123	59259	167	683.636352539063	523.363647460938	
17970	BE26	8	1	124	59459	217	828.125	744.714294433594	
17971	BE26	8	1	125	59859	334	947.440490722656	796.047607421875	
17972	BE26	8	1	126	60210	766	933.191467285156	777.127685546875	
17973	BE26	8	1	127	61193	267	705.514709472656	632.294128417969	
17974	BE26	8	1	128	61477	250	687.5	607.5625	
17975	BE26	8	1	129	61760	317	914.75	786.150024414063	
17976	BE26	8	1	130	62094	150	841.875	771.299987792969	
17977	BE26	8	1	131	62411	200	921.057678222656	773.846130371094	
17978	BE26	8	1	132	62627	267	670.808837890625	764.294128417969	
17979	BE26	8	1	133	62911	150	692.375	782.5	
17980	BE26	8	1	134	63111	317	653.875	679.799987792969	
17981	BE26	8	1	135	63461	333	836.726196289063	786.428588867188	
17982	BE26	8	1	136	64095	216	916.071411132813	775.357116699219	
17983	BE26	8	1	137	64345	433	709.768493652344	647.518493652344	
17984	BE26	8	1	138	64795	183	689.583312988281	584.25	
17985	BE26	8	1	139	65045	217	765	591.928588867188	
17986	BE26	8	1	140	65278	267	595.808837890625	662.11767578125	
17987	BE26	8	1	141	65562	217	707.589294433594	672.5	
17988	BE26	8	1	142	65829	300	820.328918457031	670.684204101563	
17989	BE26	8	1	143	66529	217	883.75	826.5	
17990	BE26	8	1	144	66779	233	581.166687011719	821.866638183594	
17991	BE26	8	1	145	67029	517	683.1640625	816.34375	
17992	BE26	8	1	146	67629	5253	676.5	877	
17993	BE26	8	1	147	72898	351	657.329528808594	905.545471191406	
17994	BE26	8	1	148	73265	234	653.083312988281	845.666687011719	
17995	BE26	8	1	149	73532	250	-200	0	
17996	BE26	8	1	150	73832	167	779.431823730469	849	
17997	BE26	8	1	151	74199	150	765.625	870.900024414063	
17998	BE26	8	1	152	74399	300	653.48681640625	645.789489746094	
17999	BE26	8	1	153	74899	217	-200	0	
18000	BE26	8	1	154	75183	383	712.135437011719	728.833312988281	
18001	BE26	8	1	155	75616	417	717.692321777344	884.192321777344	
18002	BE26	8	1	156	76050	166	670.340881347656	895.636352539063	
18003	BE26	8	1	157	76283	267	539.338256835938	305.470581054688	
18004	BE26	8	1	158	76934	683	610.505981445313	798.523803710938	
18005	BE26	8	1	159	77667	167	694.318176269531	887.818176269531	
18006	BE26	8	1	160	78017	184	771.25	821.833312988281	
18007	BE26	8	1	161	78251	300	615.460510253906	662.789489746094	
18008	BE26	8	1	162	78601	150	687.375	613.799987792969	
18009	BE26	8	1	163	78918	233	734.083312988281	570.933349609375	
18010	BE26	8	1	164	79168	233	724.333312988281	535.666687011719	
18011	BE26	8	1	165	79418	617	680.197387695313	527.421081542969	
18012	BE26	8	1	166	80068	200	799.807678222656	761.923095703125	
18013	BE26	8	1	167	80385	283	742.777770996094	509.722229003906	
18014	BE26	8	1	168	80735	200	834.711547851563	852.153869628906	
18015	BE26	8	1	169	81102	317	868.4375	857.349975585938	
18016	BE26	8	1	170	81452	484	708.75	526.633361816406	
18017	BE26	8	1	171	81952	417	670.384643554688	509.846160888672	
18018	BE26	8	1	172	82653	183	883.854187011719	856.916687011719	
18019	BE26	8	1	173	82886	217	718.928588867188	548.071411132813	
18020	BE26	8	1	174	83119	451	687.991088867188	515.035705566406	
18021	BE26	8	1	175	83603	233	888.25	880.066650390625	
18022	BE26	8	1	176	83987	283	732.152770996094	508.388885498047	
18023	BE26	8	1	177	84287	366	767.989135742188	529.869567871094	
18024	BE26	8	1	178	84920	234	773.75	852.866638183594	
18025	BE26	8	1	179	85204	183	847.708312988281	861	
18026	BE26	8	1	180	85454	683	669.732116699219	533.666687011719	
18027	BE26	8	1	181	86187	167	711.704528808594	599.181823730469	
18028	BE26	8	1	182	86421	250	786.71875	671	
18029	BE26	8	1	183	86721	283	849.722229003906	680.611083984375	
18030	BE26	8	1	184	87288	250	649.375	686.625	
18031	BE26	8	1	185	87571	384	716.302062988281	675.5	
18032	BE26	8	1	186	88005	183	697.8125	604.166687011719	
18033	BE26	8	1	187	88355	167	400.681823730469	571	
18034	BE26	8	1	188	88539	316	440.5	575	
18035	BE26	8	1	189	88889	200	778.942321777344	675.230773925781	
18036	BE26	8	1	190	89139	166	696.704528808594	676.636352539063	
18037	BE26	8	1	191	89322	150	568.75	669.900024414063	
18038	BE26	8	1	192	89506	400	481.149993896484	659.599975585938	
18039	BE26	8	1	193	90056	217	684.732116699219	892	
18040	BE26	8	1	194	90439	200	707.403869628906	786.769226074219	
18041	BE26	8	1	195	90789	1001	869.590148925781	788.836059570313	
18042	BE26	8	1	196	91807	383	818.333312988281	790.166687011719	
18043	BE26	8	1	197	92224	233	912.166687011719	798.666687011719	
18044	BE26	8	1	198	92490	167	889.090881347656	861	
