height,kind,name,program,width,x,y
26.0,sub-line,line 11 part 14,basketball,12.0,821.0,364.0
26.0,sub-line,line 11 part 15,basketball,7.0,838.0,364.0
26.0,sub-line,line 11 part 16,basketball,7.0,850.0,364.0
26.0,sub-line,line 11 part 17,basketball,8.0,862.0,364.0
26.0,sub-line,line 11 part 18,basketball,9.0,873.0,364.0
26.0,line,line 12,basketball,233.0,489.0,398.0
26.0,sub-line,line 12 part 1,basketball,23.0,497.0,398.0
26.0,sub-line,line 12 part 2,basketball,56.0,524.0,398.0
26.0,sub-line,line 12 part 3,basketball,13.0,583.0,398.0
26.0,sub-line,line 12 part 4,basketball,65.0,601.0,398.0
26.0,sub-line,line 12 part 5,basketball,8.0,670.0,398.0
26.0,sub-line,line 12 part 6,basketball,13.0,681.0,398.0
26.0,sub-line,line 12 part 7,basketball,7.0,697.0,398.0
26.0,sub-line,line 12 part 8,basketball,6.0,709.0,398.0
26.0,line,line 13,basketball,233.0,489.0,432.0
26.0,sub-line,line 13 part 1,basketball,66.0,497.0,432.0
26.0,sub-line,line 13 part 2,basketball,13.0,567.0,432.0
26.0,sub-line,line 13 part 3,basketball,27.0,583.0,432.0
26.0,sub-line,line 13 part 4,basketball,8.0,615.0,432.0
26.0,sub-line,line 13 part 5,basketball,65.0,627.0,432.0
26.0,sub-line,line 13 part 6,basketball,8.0,697.0,432.0
26.0,sub-line,line 13 part 7,basketball,6.0,709.0,432.0
26.0,line,line 14,basketball,179.0,489.0,467.0
26.0,sub-line,line 14 part 1,basketball,13.0,497.0,467.0
26.0,sub-line,line 14 part 2,basketball,7.0,513.0,467.0
26.0,sub-line,line 14 part 3,basketball,56.0,525.0,467.0
26.0,sub-line,line 14 part 4,basketball,13.0,584.0,467.0
26.0,sub-line,line 14 part 5,basketball,33.0,603.0,467.0
26.0,sub-line,line 14 part 6,basketball,7.0,641.0,467.0
26.0,sub-line,line 14 part 7,basketball,9.0,652.0,467.0
26.0,line,line 15,basketball,243.0,542.0,501.0
26.0,sub-line,line 15 part 1,basketball,46.0,550.0,501.0
26.0,sub-line,line 15 part 2,basketball,7.0,601.0,501.0
26.0,sub-line,line 15 part 3,basketball,68.0,612.0,501.0
26.0,sub-line,line 15 part 4,basketball,7.0,683.0,501.0
26.0,sub-line,line 15 part 5,basketball,12.0,695.0,501.0
26.0,sub-line,line 15 part 6,basketball,56.0,712.0,501.0
26.0,sub-line,line 15 part 7,basketball,6.0,772.0,501.0
25.0,line,line 16,basketball,122.0,543.0,535.0
25.0,sub-line,line 16 part 1,basketball,69.0,551.0,535.0
25.0,sub-line,line 16 part 2,basketball,24.0,623.0,535.0
25.0,sub-line,line 16 part 3,basketball,6.0,652.0,535.0
26.0,line,line 17,basketball,23.0,489.0,570.0
26.0,sub-line,line 17 part 1,basketball,8.0,497.0,570.0
26.0,line,line 18,basketball,245.0,489.0,604.0
26.0,sub-line,line 18 part 1,basketball,126.0,497.0,604.0
26.0,sub-line,line 18 part 2,basketball,7.0,628.0,604.0
26.0,sub-line,line 18 part 3,basketball,65.0,640.0,604.0
26.0,sub-line,line 18 part 4,basketball,7.0,710.0,604.0
26.0,sub-line,line 18 part 5,basketball,5.0,722.0,604.0
26.0,line,line 19,basketball,24.0,434.0,639.0
26.0,sub-line,line 19 part 1,basketball,9.0,442.0,639.0
26.0,line,line 20,basketball,24.0,380.0,673.0
26.0,sub-line,line 20 part 1,basketball,9.0,388.0,673.0
26.0,line,line 22,basketball,362.0,381.0,739.0
26.0,sub-line,line 22 part 1,basketball,61.0,389.0,739.0
26.0,sub-line,line 22 part 2,basketball,48.0,454.0,739.0
26.0,sub-line,line 22 part 3,basketball,23.0,506.0,739.0
26.0,sub-line,line 22 part 4,basketball,7.0,533.0,739.0
26.0,sub-line,line 22 part 5,basketball,7.0,543.0,739.0
26.0,sub-line,line 22 part 6,basketball,26.0,554.0,739.0
26.0,sub-line,line 22 part 7,basketball,8.0,585.0,739.0
26.0,sub-line,line 22 part 8,basketball,22.0,598.0,739.0
26.0,sub-line,line 22 part 9,basketball,7.0,624.0,739.0
26.0,sub-line,line 22 part 10,basketball,7.0,634.0,739.0
26.0,sub-line,line 22 part 11,basketball,65.0,646.0,739.0
26.0,sub-line,line 22 part 12,basketball,8.0,716.0,739.0
26.0,sub-line,line 22 part 13,basketball,9.0,727.0,739.0
26.0,line,line 23,basketball,385.0,435.0,773.0
26.0,sub-line,line 23 part 1,basketball,23.0,443.0,773.0
26.0,sub-line,line 23 part 2,basketball,7.0,470.0,773.0
26.0,sub-line,line 23 part 3,basketball,7.0,480.0,773.0
26.0,sub-line,line 23 part 4,basketball,46.0,491.0,773.0
26.0,sub-line,line 23 part 5,basketball,13.0,541.0,773.0
26.0,sub-line,line 23 part 6,basketball,39.0,558.0,773.0
26.0,sub-line,line 23 part 7,basketball,23.0,600.0,773.0
26.0,sub-line,line 23 part 8,basketball,7.0,627.0,773.0
26.0,sub-line,line 23 part 9,basketball,124.0,638.0,773.0
26.0,sub-line,line 23 part 10,basketball,9.0,766.0,773.0
26.0,sub-line,line 23 part 11,basketball,9.0,780.0,773.0
26.0,sub-line,line 23 part 12,basketball,7.0,795.0,773.0
26.0,sub-line,line 23 part 13,basketball,6.0,807.0,773.0
26.0,line,line 24,basketball,364.0,434.0,808.0
26.0,sub-line,line 24 part 1,basketball,26.0,442.0,808.0
26.0,sub-line,line 24 part 2,basketball,7.0,472.0,808.0
26.0,sub-line,line 24 part 3,basketball,23.0,484.0,808.0
26.0,sub-line,line 24 part 4,basketball,6.0,510.0,808.0
26.0,sub-line,line 24 part 5,basketball,13.0,520.0,808.0
26.0,sub-line,line 24 part 6,basketball,9.0,538.0,808.0
26.0,sub-line,line 24 part 7,basketball,6.0,554.0,808.0
26.0,sub-line,line 24 part 8,basketball,5.0,565.0,808.0
26.0,sub-line,line 24 part 9,basketball,12.0,576.0,808.0
26.0,sub-line,line 24 part 10,basketball,125.0,592.0,808.0
26.0,sub-line,line 24 part 11,basketball,6.0,721.0,808.0
26.0,sub-line,line 24 part 12,basketball,5.0,732.0,808.0
26.0,sub-line,line 24 part 13,basketball,24.0,742.0,808.0
26.0,sub-line,line 24 part 14,basketball,8.0,771.0,808.0
26.0,sub-line,line 24 part 15,basketball,9.0,782.0,808.0
26.0,line,line 25,basketball,251.0,488.0,842.0
26.0,sub-line,line 25 part 1,basketball,47.0,496.0,842.0
26.0,sub-line,line 25 part 2,basketball,7.0,547.0,842.0
26.0,sub-line,line 25 part 3,basketball,5.0,558.0,842.0
26.0,sub-line,line 25 part 4,basketball,9.0,567.0,842.0
26.0,sub-line,line 25 part 5,basketball,9.0,581.0,842.0
26.0,sub-line,line 25 part 6,basketball,7.0,596.0,842.0
26.0,sub-line,line 25 part 7,basketball,12.0,608.0,842.0
26.0,sub-line,line 25 part 8,basketball,65.0,625.0,842.0
26.0,sub-line,line 25 part 9,basketball,8.0,694.0,842.0
26.0,sub-line,line 25 part 10,basketball,6.0,705.0,842.0
26.0,sub-line,line 25 part 11,basketball,8.0,714.0,842.0
26.0,sub-line,line 25 part 12,basketball,5.0,727.0,842.0
26.0,line,line 26,basketball,24.0,434.0,876.0
26.0,sub-line,line 26 part 1,basketball,9.0,442.0,876.0
26.0,line,line 27,basketball,128.0,435.0,911.0
26.0,sub-line,line 27 part 1,basketball,53.0,443.0,911.0
26.0,sub-line,line 27 part 2,basketball,46.0,500.0,911.0
26.0,sub-line,line 27 part 3,basketball,5.0,551.0,911.0
26.0,line,line 28,basketball,24.0,380.0,945.0
26.0,sub-line,line 28 part 1,basketball,9.0,388.0,945.0
26.0,line,line 29,basketball,24.0,326.0,980.0
26.0,sub-line,line 29 part 1,basketball,9.0,334.0,980.0
981.0,interface,code box,basketball,626.0,326.0,25.0
26.0,line chunks,line 1 chunk 1,basketball,25.0,327.0,25.0
26.0,line chunks,line 1 chunk 2,basketball,25.0,352.0,25.0
26.0,line chunks,line 1 chunk 3,basketball,25.0,377.0,25.0
26.0,line chunks,line 1 chunk 4,basketball,25.0,402.0,25.0
26.0,line chunks,line 1 chunk 5,basketball,25.0,427.0,25.0
26.0,line chunks,line 1 chunk 6,basketball,25.0,452.0,25.0
26.0,line chunks,line 1 chunk 7,basketball,25.0,477.0,25.0
26.0,line chunks,line 1 chunk 8,basketball,25.0,502.0,25.0
26.0,line chunks,line 1 chunk 9,basketball,25.0,527.0,25.0
26.0,line chunks,line 1 chunk 10,basketball,25.0,552.0,25.0
25.0,line chunks,line 2 chunk 1,basketball,25.0,381.0,60.0
25.0,line chunks,line 2 chunk 2,basketball,25.0,406.0,60.0
25.0,line chunks,line 2 chunk 3,basketball,25.0,431.0,60.0
25.0,line chunks,line 2 chunk 4,basketball,25.0,456.0,60.0
25.0,line chunks,line 2 chunk 5,basketball,25.0,481.0,60.0
25.0,line chunks,line 2 chunk 6,basketball,25.0,506.0,60.0
25.0,line chunks,line 2 chunk 7,basketball,25.0,531.0,60.0
25.0,line chunks,line 2 chunk 8,basketball,25.0,556.0,60.0
25.0,line chunks,line 2 chunk 9,basketball,25.0,581.0,60.0
26.0,line chunks,line 3 chunk 1,basketball,25.0,381.0,94.0
26.0,line chunks,line 3 chunk 2,basketball,25.0,406.0,94.0
26.0,line chunks,line 3 chunk 3,basketball,25.0,431.0,94.0
26.0,line chunks,line 3 chunk 4,basketball,25.0,456.0,94.0
26.0,line chunks,line 3 chunk 5,basketball,25.0,481.0,94.0
26.0,line chunks,line 3 chunk 6,basketball,25.0,506.0,94.0
26.0,line chunks,line 3 chunk 7,basketball,25.0,531.0,94.0
26.0,line chunks,line 3 chunk 8,basketball,25.0,556.0,94.0
26.0,line chunks,line 3 chunk 9,basketball,25.0,581.0,94.0
26.0,line chunks,line 3 chunk 10,basketball,25.0,606.0,94.0
26.0,line chunks,line 3 chunk 11,basketball,25.0,631.0,94.0
26.0,line chunks,line 3 chunk 12,basketball,25.0,656.0,94.0
26.0,line chunks,line 5 chunk 1,basketball,25.0,381.0,160.0
26.0,line chunks,line 5 chunk 2,basketball,25.0,406.0,160.0
26.0,line chunks,line 5 chunk 3,basketball,25.0,431.0,160.0
26.0,line chunks,line 5 chunk 4,basketball,25.0,456.0,160.0
26.0,line chunks,line 5 chunk 5,basketball,25.0,481.0,160.0
26.0,line chunks,line 5 chunk 6,basketball,25.0,506.0,160.0
26.0,line chunks,line 5 chunk 7,basketball,25.0,531.0,160.0
26.0,line chunks,line 5 chunk 8,basketball,25.0,556.0,160.0
26.0,line chunks,line 5 chunk 9,basketball,25.0,581.0,160.0
26.0,line chunks,line 5 chunk 10,basketball,25.0,606.0,160.0
26.0,line chunks,line 5 chunk 11,basketball,25.0,631.0,160.0
26.0,line chunks,line 5 chunk 12,basketball,25.0,656.0,160.0
26.0,line chunks,line 5 chunk 13,basketball,25.0,681.0,160.0
26.0,line chunks,line 5 chunk 14,basketball,25.0,706.0,160.0
26.0,line chunks,line 5 chunk 15,basketball,25.0,731.0,160.0
26.0,line chunks,line 6 chunk 1,basketball,25.0,435.0,194.0
26.0,line chunks,line 6 chunk 2,basketball,25.0,460.0,194.0
26.0,line chunks,line 6 chunk 3,basketball,25.0,485.0,194.0
26.0,line chunks,line 6 chunk 4,basketball,25.0,510.0,194.0
26.0,line chunks,line 6 chunk 5,basketball,25.0,535.0,194.0
26.0,line chunks,line 6 chunk 6,basketball,25.0,560.0,194.0
26.0,line chunks,line 6 chunk 7,basketball,25.0,585.0,194.0
26.0,line chunks,line 6 chunk 8,basketball,25.0,610.0,194.0
26.0,line chunks,line 6 chunk 9,basketball,25.0,635.0,194.0
26.0,line chunks,line 6 chunk 10,basketball,25.0,660.0,194.0
26.0,line chunks,line 6 chunk 11,basketball,25.0,685.0,194.0
26.0,line chunks,line 6 chunk 12,basketball,25.0,710.0,194.0
26.0,line chunks,line 6 chunk 13,basketball,25.0,735.0,194.0
26.0,line chunks,line 6 chunk 14,basketball,25.0,760.0,194.0
26.0,line chunks,line 6 chunk 15,basketball,25.0,785.0,194.0
26.0,line chunks,line 6 chunk 16,basketball,25.0,810.0,194.0
26.0,line chunks,line 6 chunk 17,basketball,25.0,835.0,194.0
26.0,line chunks,line 6 chunk 18,basketball,25.0,860.0,194.0
26.0,line chunks,line 6 chunk 19,basketball,25.0,885.0,194.0
26.0,line chunks,line 6 chunk 20,basketball,25.0,910.0,194.0
26.0,line chunks,line 6 chunk 21,basketball,25.0,935.0,194.0
26.0,line chunks,line 7 chunk 1,basketball,25.0,435.0,229.0
26.0,line chunks,line 7 chunk 2,basketball,25.0,460.0,229.0
26.0,line chunks,line 7 chunk 3,basketball,25.0,485.0,229.0
26.0,line chunks,line 7 chunk 4,basketball,25.0,510.0,229.0
26.0,line chunks,line 7 chunk 5,basketball,25.0,535.0,229.0
26.0,line chunks,line 7 chunk 6,basketball,25.0,560.0,229.0
26.0,line chunks,line 7 chunk 7,basketball,25.0,585.0,229.0
26.0,line chunks,line 7 chunk 8,basketball,25.0,610.0,229.0
26.0,line chunks,line 7 chunk 9,basketball,25.0,635.0,229.0
26.0,line chunks,line 7 chunk 10,basketball,25.0,660.0,229.0
26.0,line chunks,line 8 chunk 1,basketball,25.0,380.0,263.0
26.0,line chunks,line 10 chunk 1,basketball,25.0,381.0,329.0
26.0,line chunks,line 10 chunk 2,basketball,25.0,406.0,329.0
26.0,line chunks,line 10 chunk 3,basketball,25.0,431.0,329.0
26.0,line chunks,line 10 chunk 4,basketball,25.0,456.0,329.0
26.0,line chunks,line 10 chunk 5,basketball,25.0,481.0,329.0
26.0,line chunks,line 10 chunk 6,basketball,25.0,506.0,329.0
26.0,line chunks,line 10 chunk 7,basketball,25.0,531.0,329.0
26.0,line chunks,line 10 chunk 8,basketball,25.0,556.0,329.0
26.0,line chunks,line 10 chunk 9,basketball,25.0,581.0,329.0
26.0,line chunks,line 10 chunk 10,basketball,25.0,606.0,329.0
26.0,line chunks,line 10 chunk 11,basketball,25.0,631.0,329.0
26.0,line chunks,line 10 chunk 12,basketball,25.0,656.0,329.0
26.0,line chunks,line 10 chunk 13,basketball,25.0,681.0,329.0
26.0,line chunks,line 10 chunk 14,basketball,25.0,706.0,329.0
26.0,line chunks,line 10 chunk 15,basketball,25.0,731.0,329.0
26.0,line chunks,line 10 chunk 16,basketball,25.0,756.0,329.0
26.0,line chunks,line 10 chunk 17,basketball,25.0,781.0,329.0
26.0,line chunks,line 10 chunk 18,basketball,25.0,806.0,329.0
26.0,line chunks,line 10 chunk 19,basketball,25.0,831.0,329.0
26.0,line chunks,line 11 chunk 1,basketball,25.0,435.0,364.0
26.0,line chunks,line 11 chunk 2,basketball,25.0,460.0,364.0
26.0,line chunks,line 11 chunk 3,basketball,25.0,485.0,364.0
26.0,line chunks,line 11 chunk 4,basketball,25.0,510.0,364.0
26.0,line chunks,line 11 chunk 5,basketball,25.0,535.0,364.0
26.0,line chunks,line 11 chunk 6,basketball,25.0,560.0,364.0
26.0,line chunks,line 11 chunk 7,basketball,25.0,585.0,364.0
26.0,line chunks,line 11 chunk 8,basketball,25.0,610.0,364.0
26.0,line chunks,line 11 chunk 9,basketball,25.0,635.0,364.0
26.0,line chunks,line 11 chunk 10,basketball,25.0,660.0,364.0
26.0,line chunks,line 11 chunk 11,basketball,25.0,685.0,364.0
26.0,line chunks,line 11 chunk 12,basketball,25.0,710.0,364.0
26.0,line chunks,line 11 chunk 13,basketball,25.0,735.0,364.0
26.0,line chunks,line 11 chunk 14,basketball,25.0,760.0,364.0
26.0,line chunks,line 11 chunk 15,basketball,25.0,785.0,364.0
26.0,line chunks,line 11 chunk 16,basketball,25.0,810.0,364.0
26.0,line chunks,line 11 chunk 17,basketball,25.0,835.0,364.0
26.0,line chunks,line 11 chunk 18,basketball,25.0,860.0,364.0
26.0,line chunks,line 11 chunk 19,basketball,25.0,885.0,364.0
26.0,line chunks,line 12 chunk 1,basketball,25.0,489.0,398.0
26.0,line chunks,line 12 chunk 2,basketball,25.0,514.0,398.0
26.0,line chunks,line 12 chunk 3,basketball,25.0,539.0,398.0
26.0,line chunks,line 12 chunk 4,basketball,25.0,564.0,398.0
26.0,line chunks,line 12 chunk 5,basketball,25.0,589.0,398.0
26.0,line chunks,line 12 chunk 6,basketball,25.0,614.0,398.0
26.0,line chunks,line 12 chunk 7,basketball,25.0,639.0,398.0
26.0,line chunks,line 12 chunk 8,basketball,25.0,664.0,398.0
26.0,line chunks,line 12 chunk 9,basketball,25.0,689.0,398.0
26.0,line chunks,line 12 chunk 10,basketball,25.0,714.0,398.0
26.0,line chunks,line 13 chunk 1,basketball,25.0,489.0,432.0
26.0,line chunks,line 13 chunk 2,basketball,25.0,514.0,432.0
26.0,line chunks,line 13 chunk 3,basketball,25.0,539.0,432.0
26.0,line chunks,line 13 chunk 4,basketball,25.0,564.0,432.0
26.0,line chunks,line 13 chunk 5,basketball,25.0,589.0,432.0
26.0,line chunks,line 13 chunk 6,basketball,25.0,614.0,432.0
26.0,line chunks,line 13 chunk 7,basketball,25.0,639.0,432.0
26.0,line chunks,line 13 chunk 8,basketball,25.0,664.0,432.0
26.0,line chunks,line 13 chunk 9,basketball,25.0,689.0,432.0
26.0,line chunks,line 13 chunk 10,basketball,25.0,714.0,432.0
26.0,line chunks,line 14 chunk 1,basketball,25.0,489.0,467.0
26.0,line chunks,line 14 chunk 2,basketball,25.0,514.0,467.0
26.0,line chunks,line 14 chunk 3,basketball,25.0,539.0,467.0
26.0,line chunks,line 14 chunk 4,basketball,25.0,564.0,467.0
26.0,line chunks,line 14 chunk 5,basketball,25.0,589.0,467.0
26.0,line chunks,line 14 chunk 6,basketball,25.0,614.0,467.0
26.0,line chunks,line 14 chunk 7,basketball,25.0,639.0,467.0
26.0,line chunks,line 14 chunk 8,basketball,25.0,664.0,467.0
26.0,line chunks,line 15 chunk 1,basketball,25.0,542.0,501.0
26.0,line chunks,line 15 chunk 2,basketball,25.0,567.0,501.0
26.0,line chunks,line 15 chunk 3,basketball,25.0,592.0,501.0
26.0,line chunks,line 15 chunk 4,basketball,25.0,617.0,501.0
26.0,line chunks,line 15 chunk 5,basketball,25.0,642.0,501.0
26.0,line chunks,line 15 chunk 6,basketball,25.0,667.0,501.0
26.0,line chunks,line 15 chunk 7,basketball,25.0,692.0,501.0
26.0,line chunks,line 15 chunk 8,basketball,25.0,717.0,501.0
26.0,line chunks,line 15 chunk 9,basketball,25.0,742.0,501.0
26.0,line chunks,line 15 chunk 10,basketball,25.0,767.0,501.0
25.0,line chunks,line 16 chunk 1,basketball,25.0,543.0,535.0
25.0,line chunks,line 16 chunk 2,basketball,25.0,568.0,535.0
25.0,line chunks,line 16 chunk 3,basketball,25.0,593.0,535.0
25.0,line chunks,line 16 chunk 4,basketball,25.0,618.0,535.0
25.0,line chunks,line 16 chunk 5,basketball,25.0,643.0,535.0
26.0,line chunks,line 17 chunk 1,basketball,25.0,489.0,570.0
26.0,line chunks,line 18 chunk 1,basketball,25.0,489.0,604.0
26.0,line chunks,line 18 chunk 2,basketball,25.0,514.0,604.0
26.0,line chunks,line 18 chunk 3,basketball,25.0,539.0,604.0
26.0,line chunks,line 18 chunk 4,basketball,25.0,564.0,604.0
26.0,line chunks,line 18 chunk 5,basketball,25.0,589.0,604.0
26.0,line chunks,line 18 chunk 6,basketball,25.0,614.0,604.0
26.0,line chunks,line 18 chunk 7,basketball,25.0,639.0,604.0
26.0,line chunks,line 18 chunk 8,basketball,25.0,664.0,604.0
26.0,line chunks,line 18 chunk 9,basketball,25.0,689.0,604.0
26.0,line chunks,line 18 chunk 10,basketball,25.0,714.0,604.0
26.0,line chunks,line 19 chunk 1,basketball,25.0,434.0,639.0
26.0,line chunks,line 20 chunk 1,basketball,25.0,380.0,673.0
26.0,line chunks,line 22 chunk 1,basketball,25.0,381.0,739.0
26.0,line chunks,line 22 chunk 2,basketball,25.0,406.0,739.0
26.0,line chunks,line 22 chunk 3,basketball,25.0,431.0,739.0
26.0,line chunks,line 22 chunk 4,basketball,25.0,456.0,739.0
26.0,line chunks,line 22 chunk 5,basketball,25.0,481.0,739.0
26.0,line chunks,line 22 chunk 6,basketball,25.0,506.0,739.0
26.0,line chunks,line 22 chunk 7,basketball,25.0,531.0,739.0
26.0,line chunks,line 22 chunk 8,basketball,25.0,556.0,739.0
26.0,line chunks,line 22 chunk 9,basketball,25.0,581.0,739.0
26.0,line chunks,line 22 chunk 10,basketball,25.0,606.0,739.0
26.0,line chunks,line 22 chunk 11,basketball,25.0,631.0,739.0
26.0,line chunks,line 22 chunk 12,basketball,25.0,656.0,739.0
26.0,line chunks,line 22 chunk 13,basketball,25.0,681.0,739.0
26.0,line chunks,line 22 chunk 14,basketball,25.0,706.0,739.0
26.0,line chunks,line 22 chunk 15,basketball,25.0,731.0,739.0
26.0,line chunks,line 23 chunk 1,basketball,25.0,435.0,773.0
26.0,line chunks,line 23 chunk 2,basketball,25.0,460.0,773.0
26.0,line chunks,line 23 chunk 3,basketball,25.0,485.0,773.0
26.0,line chunks,line 23 chunk 4,basketball,25.0,510.0,773.0
26.0,line chunks,line 23 chunk 5,basketball,25.0,535.0,773.0
26.0,line chunks,line 23 chunk 6,basketball,25.0,560.0,773.0
26.0,line chunks,line 23 chunk 7,basketball,25.0,585.0,773.0
26.0,line chunks,line 23 chunk 8,basketball,25.0,610.0,773.0
26.0,line chunks,line 23 chunk 9,basketball,25.0,635.0,773.0
26.0,line chunks,line 23 chunk 10,basketball,25.0,660.0,773.0
26.0,line chunks,line 23 chunk 11,basketball,25.0,685.0,773.0
26.0,line chunks,line 23 chunk 12,basketball,25.0,710.0,773.0
26.0,line chunks,line 23 chunk 13,basketball,25.0,735.0,773.0
26.0,line chunks,line 23 chunk 14,basketball,25.0,760.0,773.0
26.0,line chunks,line 23 chunk 15,basketball,25.0,785.0,773.0
26.0,line chunks,line 23 chunk 16,basketball,25.0,810.0,773.0
26.0,line chunks,line 24 chunk 1,basketball,25.0,434.0,808.0
26.0,line chunks,line 24 chunk 2,basketball,25.0,459.0,808.0
26.0,line chunks,line 24 chunk 3,basketball,25.0,484.0,808.0
26.0,line chunks,line 24 chunk 4,basketball,25.0,509.0,808.0
26.0,line chunks,line 24 chunk 5,basketball,25.0,534.0,808.0
26.0,line chunks,line 24 chunk 6,basketball,25.0,559.0,808.0
26.0,line chunks,line 24 chunk 7,basketball,25.0,584.0,808.0
26.0,line chunks,line 24 chunk 8,basketball,25.0,609.0,808.0
26.0,line chunks,line 24 chunk 9,basketball,25.0,634.0,808.0
26.0,line chunks,line 24 chunk 10,basketball,25.0,659.0,808.0
26.0,line chunks,line 24 chunk 11,basketball,25.0,684.0,808.0
26.0,line chunks,line 24 chunk 12,basketball,25.0,709.0,808.0
26.0,line chunks,line 24 chunk 13,basketball,25.0,734.0,808.0
26.0,line chunks,line 24 chunk 14,basketball,25.0,759.0,808.0
26.0,line chunks,line 24 chunk 15,basketball,25.0,784.0,808.0
26.0,line chunks,line 25 chunk 1,basketball,25.0,488.0,842.0
26.0,line chunks,line 25 chunk 2,basketball,25.0,513.0,842.0
26.0,line chunks,line 25 chunk 3,basketball,25.0,538.0,842.0
26.0,line chunks,line 25 chunk 4,basketball,25.0,563.0,842.0
26.0,line chunks,line 25 chunk 5,basketball,25.0,588.0,842.0
26.0,line chunks,line 25 chunk 6,basketball,25.0,613.0,842.0
26.0,line chunks,line 25 chunk 7,basketball,25.0,638.0,842.0
26.0,line chunks,line 25 chunk 8,basketball,25.0,663.0,842.0
26.0,line chunks,line 25 chunk 9,basketball,25.0,688.0,842.0
26.0,line chunks,line 25 chunk 10,basketball,25.0,713.0,842.0
26.0,line chunks,line 25 chunk 11,basketball,25.0,738.0,842.0
26.0,line chunks,line 26 chunk 1,basketball,25.0,434.0,876.0
26.0,line chunks,line 27 chunk 1,basketball,25.0,435.0,911.0
26.0,line chunks,line 27 chunk 2,basketball,25.0,460.0,911.0
26.0,line chunks,line 27 chunk 3,basketball,25.0,485.0,911.0
26.0,line chunks,line 27 chunk 4,basketball,25.0,510.0,911.0
26.0,line chunks,line 27 chunk 5,basketball,25.0,535.0,911.0
26.0,line chunks,line 27 chunk 6,basketball,25.0,560.0,911.0
26.0,line chunks,line 28 chunk 1,basketball,25.0,380.0,945.0
26.0,line chunks,line 29 chunk 1,basketball,25.0,326.0,980.0
60.0,block,attributes,basketball,295.0,381.0,60.0
129.0,block,main,basketball,572.0,380.0,160.0
370.0,block,basketballSub,basketball,509.0,380.0,329.0
232.0,block,tail,basketball,440.0,380.0,739.0
61.0,sub-block,main body,basketball,517.0,435.0,194.0
26.0,sub-block,main signature,basketball,371.0,381.0,160.0
301.0,sub-block,basketballSub body,basketball,455.0,434.0,364.0
26.0,sub-block,basketballSub signature,basketball,455.0,381.0,329.0
164.0,sub-block,tail body,basketball,386.0,434.0,773.0
26.0,sub-block,tail signature,basketball,362.0,381.0,739.0
26.0,signature,main type,basketball,147.0,389.0,160.0
26.0,signature,main name,basketball,44.0,540.0,160.0
26.0,signature,main params,basketball,156.0,589.0,160.0
26.0,signature,basketballSub type,basketball,154.0,389.0,329.0
26.0,signature,basketballSub name,basketball,126.0,548.0,329.0
26.0,signature,basketballSub params,basketball,151.0,678.0,329.0
26.0,signature,tail type,basketball,161.0,389.0,739.0
26.0,signature,tail name,basketball,26.0,554.0,739.0
26.0,signature,tail params,basketball,151.0,585.0,739.0
26.0,method-call,basketballSub1 name,basketball,126.0,443.0,229.0
26.0,method-call,basketballSub1 params,basketball,100.0,573.0,229.0
26.0,method-call,tail name,basketball,27.0,583.0,432.0
26.0,method-call,tail params,basketball,100.0,615.0,432.0
26.0,method-call,basketballSub2 name,basketball,126.0,497.0,604.0
26.0,method-call,basketballSub2 params,basketball,99.0,628.0,604.0
